b_rCCI,b_QYBL,threshold
-3.46999,-5.23284,0.75
-3.09861,-5.29088,0.75
-3.25526,-6.94784,0.75
-3.86599,-4.64675,0.76
-4.60559,-5.74665,0.73
-2.21951,-5.05626,0.76
-3.07477,-5.96168,0.76
-2.04981,-5.62674,0.75
-4.09554,-6.09951,0.75
-2.77945,-5.69821,0.76
-3.07871,-4.31485,0.76
-3.09755,-5.20026,0.76
-3.80946,-5.29723,0.76
-2.56081,-4.02309,0.75
-4.6378,-5.80523,0.76
-2.95112,-5.38447,0.76
-2.30405,-6.35398,0.73
-4.39471,-6.46521,0.76
-3.08762,-4.60288,0.76
-3.07752,-6.34244,0.73
-3.50474,-5.54567,0.76
-2.04524,-5.0113,0.75
-4.02006,-5.86204,0.75
-2.59842,-5.01548,0.76
-3.90186,-5.9877,0.75
-3.20541,-6.21639,0.75
-2.61377,-5.8138,0.76
-2.6038,-4.20945,0.76
-3.62158,-5.62259,0.76
-4.04097,-5.69038,0.76
-2.97998,-4.68721,0.76
-3.38681,-3.75201,0.76
-2.74135,-5.28613,0.76
-3.76589,-5.11614,0.76
-3.07765,-6.32173,0.75
-3.51266,-5.43466,0.76
-3.12016,-6.27965,0.76
-3.41614,-4.63706,0.76
-4.34243,-5.51448,0.76
-3.70086,-6.27235,0.73
-3.93844,-5.85258,0.73
-3.21896,-4.04139,0.76
-3.57287,-5.32302,0.76
-2.894,-4.87141,0.76
-3.67864,-5.57512,0.76
-3.29471,-4.44796,0.76
-3.0677,-6.05591,0.75
-3.12979,-4.72503,0.76
-3.72353,-5.00287,0.75
-4.41018,-4.13137,0.76
-3.26146,-4.3168,0.76
-3.04442,-4.60088,0.75
-4.97935,-7.48022,0.75
-3.63405,-6.1452,0.76
-4.27677,-6.3781,0.75
-3.04125,-4.67018,0.76
-3.79598,-6.31894,0.73
-3.30349,-5.14965,0.76
-2.65852,-5.30411,0.76
-2.54299,-5.65094,0.76
-4.42113,-6.32978,0.76
-2.79633,-4.20854,0.76
-3.89064,-6.05471,0.76
-3.05515,-4.99454,0.76
-3.39081,-6.1468,0.75
-3.33454,-4.83467,0.75
-2.52235,-4.66144,0.76
-3.04331,-4.9934,0.76
-4.84675,-6.1695,0.76
-2.82532,-5.11766,0.76
-2.88415,-4.47034,0.76
-4.50459,-6.60917,0.75
-3.97978,-4.55262,0.76
-4.46361,-5.61534,0.76
-3.49714,-4.61205,0.76
-2.5053,-5.6373,0.76
-3.45906,-5.66938,0.76
-3.72718,-4.57608,0.76
-3.00044,-5.16752,0.76
-3.66423,-6.11184,0.73
-4.42055,-5.77823,0.76
-3.04566,-4.26809,0.76
-3.72849,-4.86047,0.75
-3.52161,-5.23978,0.73
-3.99779,-3.69762,0.76
-4.5964,-6.18588,0.76
-2.99368,-5.81437,0.73
-3.24533,-4.56749,0.76
-3.83498,-5.8821,0.73
-3.77634,-5.13325,0.76
-2.30848,-5.63766,0.75
-3.0316,-5.45253,0.76
-2.58448,-5.97015,0.73
-2.48965,-5.49418,0.75
-3.31086,-4.07283,0.76
-3.96296,-6.70923,0.75
-2.73316,-4.67697,0.76
-3.22107,-6.65334,0.75
-2.75636,-4.51996,0.76
-3.67007,-5.77773,0.75
-3.63972,-5.28988,0.76
-3.32091,-5.12905,0.76
-5.65807,-6.43584,0.76
-2.51898,-4.73818,0.76
-2.34643,-5.05303,0.76
-4.34805,-6.82058,0.76
-3.61134,-4.73216,0.76
-2.17684,-6.60673,0.75
-2.16529,-5.22939,0.76
-3.55729,-6.24708,0.75
-3.86331,-5.9125,0.76
-3.88622,-6.45456,0.73
-3.79081,-5.72241,0.73
-4.3096,-5.52036,0.76
-2.47044,-5.14049,0.76
-4.54528,-7.75796,0.73
-4.232,-6.24704,0.75
-2.74592,-4.64049,0.76
-2.53897,-4.55241,0.76
-3.4793,-5.10093,0.76
-3.76732,-4.34978,0.76
-4.22602,-5.04089,0.76
-4.13752,-5.60133,0.75
-2.37333,-5.05654,0.76
-2.36589,-4.24695,0.76
-3.14272,-5.25198,0.75
-3.86126,-6.0649,0.73
-3.38701,-5.94617,0.76
-2.95996,-6.60214,0.72
-3.46465,-4.16646,0.76
-3.55438,-5.67499,0.75
-3.12025,-6.13788,0.76
-4.2562,-6.41765,0.75
-2.24263,-5.3827,0.75
-3.33634,-5.44861,0.76
-3.37156,-5.01065,0.76
-2.72282,-4.65742,0.76
-2.73198,-4.79407,0.76
-3.19249,-6.59436,0.73
-3.08656,-5.41656,0.76
-4.10699,-5.49977,0.76
-3.77467,-5.49815,0.76
-5.40159,-6.53418,0.75
-3.95884,-5.56262,0.75
-2.79338,-5.13295,0.73
-1.54689,-5.07046,0.76
-3.15748,-5.61644,0.76
-4.04226,-6.03207,0.76
-3.42226,-5.06574,0.76
-3.80269,-4.5342,0.76
-5.93322,-7.12856,0.75
-2.75975,-5.81618,0.75
-3.53358,-4.79448,0.76
-3.60971,-5.12371,0.76
-3.05278,-5.22187,0.76
-2.87625,-4.59538,0.76
-2.13143,-5.43604,0.73
-2.3277,-5.19116,0.76
-4.048,-5.27176,0.75
-3.34783,-5.20479,0.76
-3.04044,-5.6069,0.75
-2.48933,-4.92037,0.76
-2.88934,-6.11313,0.73
-2.60702,-5.52738,0.76
-2.29542,-6.19669,0.75
-4.16413,-4.83334,0.76
-2.37452,-4.73444,0.75
-3.04187,-6.25301,0.73
-3.62819,-4.66071,0.76
-2.38946,-5.67512,0.76
-2.47237,-5.94792,0.76
-3.48568,-6.51895,0.73
-2.74935,-4.44068,0.76
-3.38883,-5.26957,0.76
-3.85355,-6.41499,0.76
-4.12581,-5.24387,0.76
-2.41436,-4.0298,0.76
-1.84145,-5.21567,0.76
-3.84813,-4.07798,0.76
-2.89375,-5.76468,0.73
-3.11958,-5.32137,0.73
-4.08295,-5.36008,0.76
-3.82913,-6.3891,0.73
-4.66126,-6.10556,0.75
-3.45196,-4.91008,0.76
-2.88858,-4.16509,0.73
-3.28792,-4.56385,0.76
-3.2608,-5.33965,0.75
-3.94815,-4.86557,0.75
-2.89432,-5.4137,0.75
-3.51035,-5.21133,0.76
-2.68966,-5.08214,0.75
-3.23058,-5.08176,0.76
-3.2561,-5.8398,0.75
-4.4918,-5.9896,0.75
-3.76759,-5.63813,0.76
-2.84127,-5.5398,0.75
-2.38553,-5.32317,0.75
-4.16645,-4.23091,0.76
-2.63759,-5.83629,0.76
-3.2822,-5.16382,0.73
-3.39864,-4.17079,0.76
-3.48508,-5.09989,0.76
-3.65946,-5.49392,0.76
-3.98865,-5.92117,0.75
-3.50185,-7.00416,0.73
-2.48196,-5.79789,0.75
-4.97465,-6.10627,0.75
-2.35082,-4.79635,0.73
-2.75231,-5.31941,0.75
-3.78797,-5.50851,0.76
-3.94997,-4.14452,0.76
-2.87484,-5.66341,0.75
-3.83877,-5.95755,0.76
-2.44994,-4.66096,0.76
-3.32815,-4.75866,0.76
-3.66336,-5.45471,0.76
-3.42708,-6.20481,0.76
-4.29967,-6.01161,0.76
-3.53497,-4.07977,0.76
-2.4675,-5.49788,0.76
-4.1433,-6.32092,0.73
-3.42981,-5.19001,0.73
-3.31496,-6.8563,0.72
-3.37585,-5.12218,0.75
-3.58418,-5.73944,0.76
-2.84246,-5.32455,0.76
-2.14924,-6.88331,0.76
-4.22862,-5.80009,0.76
-3.23614,-5.68377,0.76
-3.35936,-5.94988,0.75
-3.19441,-5.68221,0.76
-2.93093,-6.64797,0.72
-3.17986,-5.51881,0.75
-3.00614,-5.61848,0.76
-2.33353,-6.55606,0.72
-2.73447,-6.47406,0.76
-2.99927,-5.51817,0.73
-3.28934,-5.21473,0.75
-1.82185,-5.21686,0.73
-3.86514,-6.27007,0.75
-3.45689,-5.62043,0.76
-4.29906,-5.64807,0.75
-3.83559,-3.89508,0.76
-3.50123,-5.3374,0.76
-4.28552,-6.23308,0.76
-1.28813,-4.93324,0.75
-3.04074,-4.2665,0.76
-2.96871,-4.50473,0.76
-4.20573,-5.29067,0.75
-2.92116,-4.45458,0.76
-4.86759,-5.67432,0.76
-2.78385,-4.5214,0.76
-3.09847,-6.22284,0.75
-3.01636,-5.95294,0.76
-3.96047,-5.79728,0.75
-4.86911,-5.69432,0.75
-3.11252,-4.75473,0.76
-5.94486,-8.13909,0.75
-2.79721,-4.14362,0.76
-4.09432,-5.64501,0.75
-3.09202,-6.52687,0.73
-3.09584,-5.90255,0.73
-2.89489,-5.60729,0.75
-2.59475,-6.48662,0.76
-3.86065,-5.95472,0.76
-3.58347,-4.82856,0.76
-3.43627,-5.71935,0.73
-2.46138,-5.63153,0.73
-3.541,-5.09257,0.76
-2.97157,-5.64399,0.73
-2.58367,-4.8278,0.76
-3.52519,-4.35175,0.76
-3.53755,-5.43414,0.76
-2.57932,-5.81854,0.76
-4.29709,-4.9269,0.75
-2.39765,-6.28931,0.73
-2.32855,-5.50466,0.73
-3.0602,-4.40726,0.76
-3.00909,-7.185,0.72
-3.02907,-5.15811,0.75
-3.4903,-5.56318,0.75
-4.28415,-5.94637,0.76
-2.91786,-5.05519,0.76
-4.73821,-6.53064,0.73
-3.74153,-5.23813,0.75
-3.56985,-4.86887,0.75
-3.20474,-4.69091,0.76
-3.20443,-5.03644,0.76
-2.42331,-3.36852,0.76
-2.32007,-4.08407,0.76
-2.90329,-6.0306,0.76
-3.93692,-4.61523,0.76
-2.93413,-5.12894,0.76
-3.42997,-4.82158,0.75
-3.00243,-5.46207,0.73
-3.79718,-4.98457,0.76
-3.37984,-4.86408,0.75
-2.60855,-4.32938,0.76
-2.86894,-4.98573,0.75
-1.42497,-4.99446,0.76
-3.4642,-5.54094,0.76
-2.42933,-4.39874,0.76
-3.64807,-4.75023,0.76
-4.10918,-5.76897,0.75
-3.10426,-4.85756,0.76
-2.489,-5.72559,0.75
-2.72449,-5.33498,0.75
-3.76103,-4.94746,0.75
-2.99008,-5.48182,0.75
-3.51081,-4.70327,0.76
-2.17225,-4.48396,0.76
-3.72199,-6.43862,0.76
-3.93383,-5.09569,0.75
-2.73799,-4.61905,0.75
-2.91894,-4.97663,0.73
-1.87686,-6.06838,0.73
-2.18681,-6.22247,0.72
-2.65373,-6.02087,0.73
-1.57066,-4.93315,0.76
-1.63227,-5.67504,0.73
-2.87298,-5.95848,0.73
-3.24484,-5.0323,0.76
-4.26608,-4.10332,0.76
-3.38007,-4.81744,0.76
-2.81374,-5.50418,0.76
-4.42958,-4.85875,0.76
-1.94842,-4.83971,0.75
-3.50726,-4.85863,0.76
-3.91968,-5.81435,0.76
-3.07463,-5.79278,0.75
-4.18703,-5.56809,0.76
-4.16695,-5.09342,0.76
-3.88445,-5.58294,0.76
-3.38556,-5.5539,0.76
-2.68552,-4.47853,0.76
-4.16849,-5.3568,0.76
-3.04745,-5.63251,0.76
-3.48884,-5.76103,0.73
-3.7803,-5.3991,0.76
-2.26286,-4.81142,0.76
-3.64137,-4.98218,0.75
-3.20319,-5.73442,0.76
-2.81914,-5.04707,0.76
-2.69712,-5.92525,0.76
-3.08104,-5.66274,0.76
-4.06407,-5.31456,0.76
-2.99208,-5.8705,0.75
-3.46488,-5.29989,0.75
-3.52729,-5.1607,0.76
-3.2254,-4.88361,0.75
-3.86756,-6.23543,0.73
-1.07696,-5.42069,0.73
-2.69438,-5.00995,0.73
-2.56323,-4.33328,0.76
-3.36221,-4.68692,0.75
-4.04972,-5.27526,0.76
-3.16159,-6.27181,0.76
-2.23686,-5.08145,0.76
-3.38771,-6.02622,0.76
-3.31239,-4.65467,0.76
-2.35608,-4.17359,0.76
-4.73452,-5.39566,0.76
-3.4243,-5.03629,0.76
-2.48045,-5.31979,0.76
-3.33756,-5.45107,0.76
-3.72486,-4.81652,0.76
-2.9004,-3.84088,0.76
-2.80115,-5.69557,0.76
-4.07079,-5.32713,0.76
-3.66628,-5.74075,0.76
-2.87261,-5.06607,0.76
-3.87725,-6.46692,0.72
-3.42371,-4.63303,0.76
-2.85944,-4.09676,0.76
-3.07483,-5.4288,0.76
-2.31999,-5.19585,0.76
-3.25359,-3.92747,0.76
-1.83513,-4.8241,0.76
-3.90114,-6.16248,0.73
-4.71606,-5.28618,0.76
-3.5881,-6.11272,0.73
-3.2656,-4.64204,0.76
-2.08791,-4.81863,0.75
-3.46957,-4.56897,0.76
-2.3722,-4.91478,0.76
-2.55282,-6.0996,0.75
-3.66438,-4.36501,0.76
-3.42099,-5.07902,0.76
-2.42972,-5.33613,0.73
-2.66449,-3.9816,0.76
-3.84966,-4.98443,0.76
-2.59061,-5.03,0.76
-2.7793,-6.08657,0.73
-3.48299,-6.13222,0.76
-3.54771,-5.15427,0.73
-2.63363,-6.3176,0.73
-5.33311,-6.11014,0.76
-4.22508,-5.31035,0.76
-2.8992,-4.8526,0.76
-2.29569,-5.32171,0.76
-2.24179,-6.38588,0.73
-3.39465,-5.62738,0.76
-3.23559,-5.72226,0.75
-1.5677,-5.67647,0.72
-3.14582,-3.88924,0.76
-3.70938,-5.70435,0.75
-3.56121,-4.90833,0.76
-3.6794,-5.93315,0.76
-3.89809,-5.10056,0.76
-4.12957,-5.80882,0.76
-3.49944,-4.01897,0.76
-2.861,-6.09143,0.73
-2.13951,-5.79014,0.73
-2.90363,-4.9444,0.76
-4.40316,-6.12447,0.75
-1.18092,-7.31544,0.72
-2.87574,-4.866,0.75
-2.37332,-5.6771,0.76
-3.10146,-5.81068,0.76
-3.67245,-5.96744,0.73
-3.65675,-5.39716,0.76
-3.95829,-5.31463,0.76
-3.17484,-6.05052,0.73
-2.8184,-5.0512,0.76
-3.40676,-5.1861,0.76
-3.10062,-5.31308,0.73
-1.8408,-4.26446,0.76
-3.58061,-4.23163,0.75
-3.06784,-7.54941,0.71
-3.05359,-4.86059,0.76
-2.80352,-5.39102,0.73
-3.33889,-4.47256,0.76
-2.78215,-4.90261,0.76
-2.88479,-5.01902,0.76
-4.22593,-4.99821,0.76
-2.89787,-4.36985,0.76
-3.39443,-4.54791,0.75
-3.31261,-4.9827,0.76
-3.40856,-4.71351,0.75
-3.13432,-6.30779,0.76
-3.09739,-5.25213,0.75
-2.42267,-6.58941,0.76
-2.644,-7.10138,0.73
-2.89534,-4.04368,0.76
-2.07067,-4.71745,0.76
-2.35644,-4.20054,0.76
-3.36071,-6.01966,0.76
-3.74082,-5.0184,0.76
-3.20125,-5.62182,0.76
-2.5596,-5.29487,0.73
-3.77016,-5.53703,0.76
-4.27723,-4.47901,0.76
-3.74389,-5.55498,0.75
-2.60065,-4.97499,0.76
-3.52455,-4.264,0.76
-5.66092,-6.59087,0.73
-3.18963,-5.53094,0.76
-3.14314,-5.04405,0.76
-3.14054,-5.16001,0.76
-2.34875,-5.13861,0.76
-2.42756,-6.21478,0.75
-4.21915,-6.52772,0.73
-2.80561,-6.79155,0.73
-4.54426,-5.56149,0.75
-2.65082,-3.91311,0.76
-3.44579,-4.7966,0.76
-2.40505,-4.6543,0.75
-2.36232,-6.51745,0.72
-3.61409,-5.62101,0.75
-2.21919,-5.21249,0.75
-3.16897,-6.36797,0.76
-3.20871,-5.03566,0.76
-3.71295,-4.93184,0.76
-3.21623,-5.08639,0.75
-4.15735,-6.42453,0.73
-3.84659,-5.50132,0.75
-3.67142,-4.57883,0.76
-3.64454,-5.80297,0.76
-3.19469,-4.80843,0.76
-2.60394,-4.72442,0.76
-3.06921,-5.33717,0.76
-4.13447,-7.11774,0.73
-2.88027,-6.43866,0.73
-2.97197,-5.0809,0.76
-3.06242,-5.41886,0.76
-3.48478,-6.02896,0.73
-2.96827,-5.85034,0.76
-2.74096,-4.73974,0.76
-3.32942,-6.28555,0.73
-3.93562,-5.7929,0.76
-2.96267,-4.81635,0.75
-3.83307,-5.02826,0.75
-2.64536,-5.27985,0.76
-3.58934,-6.08996,0.76
-4.49194,-5.94719,0.76
-3.2183,-4.98955,0.75
-3.54262,-5.33508,0.76
-2.06982,-8.29375,0.72
-2.56306,-4.89878,0.76
-3.57627,-5.81272,0.76
-4.08682,-6.07514,0.75
-2.39285,-5.36198,0.76
-3.73794,-5.56584,0.76
-3.90704,-5.35438,0.76
-1.43327,-5.54885,0.72
-3.82406,-5.78172,0.73
-3.39968,-4.03992,0.76
-3.58847,-4.63959,0.76
-3.61893,-6.2579,0.73
-3.6595,-5.40899,0.76
-3.31696,-3.58432,0.76
-2.43696,-3.9861,0.76
-3.00495,-5.39854,0.76
-1.85301,-5.08953,0.76
-2.71159,-5.51705,0.76
-2.08661,-5.2256,0.73
-2.96715,-5.83653,0.73
-2.80387,-4.67485,0.75
-3.35581,-6.67359,0.73
-3.27056,-5.05053,0.76
-3.05152,-5.31758,0.76
-4.76935,-7.24558,0.75
-2.21739,-5.06918,0.76
-2.36985,-3.8792,0.76
-1.88438,-5.72182,0.75
-3.69715,-6.79731,0.75
-2.52524,-4.89305,0.76
-3.77435,-5.73631,0.76
-2.68617,-4.96298,0.76
-3.19277,-4.95045,0.76
-3.82446,-6.12851,0.76
-4.29551,-6.40001,0.73
-3.75862,-5.30706,0.75
-3.83493,-4.239,0.76
-2.80705,-4.75067,0.76
-2.40272,-5.10624,0.76
-3.22542,-4.27058,0.76
-3.28833,-4.7924,0.76
-2.83866,-5.46324,0.75
-3.10667,-4.72785,0.76
-4.49142,-5.43267,0.76
-2.85901,-4.642,0.76
-3.95684,-6.15473,0.76
-3.82317,-5.26946,0.75
-2.88084,-4.61592,0.75
-1.96916,-5.92751,0.75
-3.19218,-5.84318,0.73
-4.48233,-5.32826,0.76
-3.03967,-5.91355,0.76
-3.47619,-5.81175,0.76
-3.98594,-4.9379,0.76
-2.79309,-4.1935,0.76
-3.65566,-4.41421,0.75
-3.70873,-4.95024,0.76
-2.30086,-7.06942,0.71
-2.59216,-5.59304,0.75
-2.55022,-4.57624,0.76
-4.3729,-5.88681,0.76
-2.37609,-6.19579,0.72
-3.80925,-5.81166,0.76
-4.15216,-3.84992,0.76
-4.02089,-6.44452,0.75
-2.91135,-4.94321,0.76
-2.95855,-4.42192,0.76
-2.75954,-4.05259,0.75
-2.95274,-5.58448,0.76
-3.59189,-4.35033,0.76
-3.60558,-5.93178,0.73
-4.04337,-5.54086,0.76
-2.81655,-4.69996,0.76
-3.83342,-4.08685,0.76
-3.67851,-5.71684,0.76
-2.664,-5.63297,0.76
-3.93455,-6.24578,0.76
-2.67522,-5.48739,0.76
-2.8957,-5.07154,0.75
-3.50436,-4.81867,0.76
-3.0248,-4.64603,0.76
-2.45808,-4.31085,0.75
-3.69477,-4.55281,0.76
-3.51332,-6.18608,0.73
-2.64999,-4.678,0.75
-4.40818,-5.8249,0.76
-3.42525,-5.21146,0.76
-3.70593,-5.33669,0.75
-3.40093,-5.03416,0.76
-3.2429,-5.42977,0.76
-3.5022,-5.11841,0.75
-4.25854,-5.656,0.76
-3.29939,-5.29396,0.76
-3.47485,-4.9688,0.76
-3.98402,-4.37557,0.76
-2.30918,-5.51587,0.75
-4.35327,-4.86029,0.75
-3.3334,-4.566,0.76
-3.09701,-5.05927,0.76
-3.90939,-5.86356,0.76
-3.63532,-4.59433,0.76
-3.10423,-4.6965,0.75
-2.38198,-4.97528,0.76
-4.10429,-5.53058,0.76
-3.06807,-5.942,0.75
-4.39536,-7.29109,0.73
-3.07116,-4.4588,0.75
-2.82274,-5.36431,0.76
-2.70208,-5.5031,0.73
-3.06694,-5.29629,0.76
-3.26927,-4.9678,0.76
-3.46296,-5.40153,0.76
-3.43435,-5.53484,0.76
-4.54518,-5.19257,0.76
-3.74527,-6.47433,0.73
-5.68634,-7.71607,0.75
-2.43179,-5.58262,0.75
-3.60551,-5.26958,0.75
-3.63068,-4.71933,0.76
-3.85867,-5.10491,0.76
-2.59078,-5.39392,0.76
-3.74314,-5.84828,0.76
-2.99264,-5.31175,0.76
-2.73962,-4.58456,0.76
-4.41575,-5.66595,0.76
-2.68578,-4.22124,0.76
-4.25428,-5.98012,0.76
-3.04135,-4.35755,0.76
-2.44223,-4.91457,0.75
-2.1597,-5.72842,0.72
-3.23825,-5.11661,0.75
-4.32821,-5.15595,0.76
-3.77412,-6.25628,0.75
-2.80224,-4.01834,0.76
-2.94487,-4.84433,0.75
-3.5493,-5.12654,0.76
-3.36297,-4.98137,0.76
-3.90028,-5.24439,0.76
-4.16067,-6.16946,0.76
-2.65168,-4.32506,0.76
-2.28937,-4.71412,0.76
-3.36333,-5.06996,0.76
-3.15991,-4.31358,0.76
-2.65851,-4.19208,0.76
-3.74921,-5.68097,0.76
-3.39446,-4.99678,0.75
-2.70258,-4.19113,0.76
-3.05542,-5.88321,0.73
-3.12338,-4.48883,0.76
-3.55887,-6.25936,0.75
-3.23624,-5.27009,0.76
-3.81218,-4.46692,0.76
-3.11971,-4.26389,0.76
-3.25425,-4.88702,0.76
-4.05328,-6.40037,0.75
-2.81629,-5.43474,0.75
-2.9551,-5.34429,0.76
-3.62859,-6.50051,0.73
-3.08501,-5.34554,0.76
-3.53459,-4.79317,0.76
-3.04701,-4.97488,0.75
-3.27134,-4.84405,0.76
-4.05186,-4.59065,0.76
-3.55788,-4.9111,0.76
-3.01451,-3.96777,0.76
-4.08448,-5.31015,0.75
-3.20511,-4.6911,0.76
-2.81457,-4.7433,0.76
-3.58963,-4.97139,0.76
-3.38664,-5.34682,0.76
-3.26367,-5.61017,0.76
-2.72614,-4.71172,0.76
-3.95669,-6.74207,0.73
-2.60242,-4.51741,0.76
-3.64448,-6.12654,0.76
-3.42124,-5.28865,0.75
-3.85048,-6.50014,0.76
-2.07593,-4.62051,0.76
-3.42795,-5.10256,0.76
-2.98126,-5.11612,0.76
-3.49038,-6.13661,0.73
-4.30731,-5.8592,0.73
-3.5719,-5.96044,0.75
-2.55453,-4.49096,0.76
-2.56499,-4.96558,0.75
-4.28852,-5.23948,0.76
-2.52152,-4.10414,0.76
-4.95692,-6.71077,0.76
-3.34188,-5.95372,0.73
-4.49516,-6.02704,0.75
-3.03807,-4.60084,0.76
-3.19364,-5.18955,0.76
-3.21031,-5.23595,0.76
-3.05658,-4.94518,0.76
-3.84111,-5.83324,0.76
-1.93228,-5.78989,0.73
-3.1386,-4.45998,0.75
-3.85123,-5.60726,0.75
-4.09304,-5.14419,0.76
-3.96798,-6.45186,0.76
-3.38129,-4.86488,0.76
-2.55778,-4.54303,0.73
-2.91786,-6.82865,0.72
-3.52102,-4.89357,0.76
-3.64424,-4.9908,0.76
-3.88034,-5.18104,0.75
-3.38302,-5.66834,0.76
-2.66275,-5.95504,0.76
-5.45857,-5.26496,0.76
-2.61906,-4.86207,0.76
-2.48567,-4.82684,0.75
-4.06863,-5.42217,0.76
-2.87759,-4.70948,0.76
-3.19399,-5.28701,0.76
-4.19384,-6.00661,0.76
-3.6154,-5.91701,0.76
-3.40319,-4.48687,0.76
-4.02124,-6.19231,0.76
-2.87389,-4.54614,0.75
-3.48422,-5.84138,0.73
-2.37679,-4.9768,0.76
-2.0888,-5.05593,0.76
-3.19125,-6.88975,0.73
-2.89734,-4.47384,0.75
-2.51029,-4.90489,0.73
-4.24711,-4.50404,0.76
-3.40705,-5.4733,0.76
-3.0748,-4.42232,0.76
-3.40677,-6.80713,0.73
-1.90674,-5.56426,0.76
-3.7515,-6.09895,0.76
-2.58524,-5.65134,0.73
-2.84202,-4.34111,0.76
-3.80121,-5.17124,0.76
-2.39423,-4.55661,0.76
-3.78023,-6.3306,0.76
-3.03147,-5.21128,0.76
-2.2533,-6.09049,0.73
-3.82513,-4.78142,0.76
-3.00341,-5.11381,0.75
-3.53865,-5.12596,0.75
-2.73208,-4.94567,0.76
-2.61704,-4.27056,0.76
-2.92046,-4.45408,0.76
-2.79238,-5.97996,0.75
-4.21791,-6.46201,0.73
-3.65047,-6.36665,0.73
-2.74357,-5.45151,0.75
-3.4266,-7.63144,0.73
-2.97467,-5.40196,0.73
-3.63113,-5.3832,0.75
-2.07907,-4.61819,0.76
-3.70869,-6.94366,0.73
-3.05996,-4.89477,0.76
-4.21224,-5.86271,0.76
-3.49817,-5.70532,0.75
-2.715,-5.12201,0.76
-3.60707,-6.35681,0.75
-3.08375,-5.5291,0.76
-4.17866,-5.97522,0.76
-2.8122,-5.52062,0.76
-3.77141,-6.20826,0.76
-3.78316,-5.43737,0.75
-3.4855,-5.60488,0.76
-3.02977,-4.6989,0.76
-2.57396,-5.42021,0.73
-4.01596,-5.55076,0.76
-3.21287,-5.28966,0.76
-2.37623,-5.19755,0.75
-4.15317,-5.70191,0.76
-4.38823,-3.19739,0.76
-2.47332,-3.9369,0.76
-3.92549,-5.9159,0.76
-3.6,-5.12698,0.76
-2.76124,-5.26547,0.76
-3.01372,-5.30664,0.75
-2.92403,-5.75202,0.76
-3.55935,-5.17383,0.76
-3.19464,-5.04399,0.76
-3.76463,-6.00986,0.75
-3.77855,-4.41809,0.76
-3.42036,-5.38231,0.76
-2.53099,-4.78046,0.76
-2.24306,-5.65128,0.72
-4.0124,-6.10934,0.73
-2.46186,-5.03968,0.76
-3.20966,-4.55514,0.76
-4.5354,-5.51639,0.75
-4.794,-6.83719,0.73
-2.03538,-5.5288,0.75
-5.43804,-6.54878,0.76
-3.39459,-5.38775,0.73
-3.41657,-5.6314,0.76
-3.19311,-4.87182,0.75
-2.64064,-6.37844,0.73
-4.94878,-6.42244,0.75
-2.89855,-5.63903,0.76
-2.98759,-5.43409,0.76
-4.2321,-5.20822,0.76
-3.33654,-5.01985,0.75
-3.74486,-6.47766,0.76
-2.98942,-2.98705,0.76
-2.96238,-6.45042,0.73
-2.87551,-4.28771,0.76
-3.59554,-6.49454,0.76
-3.6399,-4.83399,0.76
-5.65464,-6.91828,0.73
-4.09261,-5.15877,0.76
-3.45584,-5.24604,0.75
-3.5952,-4.47903,0.76
-3.56185,-5.25822,0.75
-2.19499,-4.85939,0.76
-2.86255,-5.19799,0.75
-2.90221,-5.46615,0.76
-2.98946,-6.28686,0.73
-3.28604,-5.97514,0.76
-3.74974,-5.8109,0.73
-2.42905,-5.30733,0.75
-4.0566,-5.75237,0.76
-3.02244,-4.84316,0.75
-3.34433,-8.09161,0.72
-3.44941,-4.84364,0.76
-4.07012,-6.7944,0.75
-3.50988,-6.74923,0.73
-4.9665,-6.82284,0.73
-2.28769,-6.1512,0.75
-2.9205,-5.04246,0.76
-2.85369,-6.27126,0.76
-3.05228,-5.17375,0.75
-3.78674,-5.60761,0.75
-3.37036,-5.02297,0.76
-3.09592,-6.17903,0.76
-4.02727,-6.68262,0.73
-3.29775,-5.19474,0.76
-3.6959,-5.7339,0.76
-3.75573,-5.88039,0.75
-3.1751,-4.78896,0.76
-1.53724,-5.49943,0.75
-3.2386,-5.11751,0.76
-3.77155,-4.58841,0.76
-3.54831,-6.14764,0.75
-3.49468,-4.70784,0.76
-3.88822,-4.53007,0.76
-2.76593,-4.22429,0.76
-3.77271,-6.1035,0.76
-3.48343,-5.50548,0.76
-3.5807,-4.98196,0.76
-3.60962,-5.56421,0.75
-3.39387,-6.98484,0.75
-3.52661,-4.49764,0.76
-3.55093,-4.85788,0.76
-3.13169,-6.87899,0.73
-2.6998,-5.00341,0.73
-3.58123,-5.2561,0.75
-2.83553,-5.19896,0.76
-3.11115,-4.96813,0.76
-7.76932,-8.74452,0.73
-4.60354,-7.36517,0.75
-3.61513,-4.71043,0.76
-2.93462,-5.01972,0.75
-2.47231,-4.4864,0.76
-3.44926,-4.85647,0.75
-4.04142,-5.08244,0.76
-3.66371,-5.14372,0.75
-3.44939,-4.58828,0.76
-4.33491,-5.13505,0.76
-3.8971,-4.40869,0.76
-3.57376,-5.73988,0.76
-5.6767,-7.33523,0.75
-3.62786,-5.02989,0.76
-3.4341,-6.64065,0.73
-3.81818,-5.51969,0.76
-3.61477,-5.02437,0.76
-2.24972,-4.69926,0.76
-3.46313,-5.21442,0.76
-3.77932,-5.24301,0.76
-2.85835,-5.22633,0.75
