genotype_code	genotype_name	treatment	timepoint	trait_group	supp_table_printed	docx_table	trait	value	se	tukey_letters
2	IR83388-B-B108-3	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	6.62	0.03	bc
2	IR83388-B-B108-3	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	2.35	0.01	abc
2	IR83388-B-B108-3	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	7.10	0.02	bcd
2	IR83388-B-B108-3	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	2.84	0.00	ab
2	IR83388-B-B108-3	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	424.31	0.73	bcd
2	IR83388-B-B108-3	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	74.47	0.18	a
2	IR83388-B-B108-3	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	233.95	0.55	a
2	IR83388-B-B108-3	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.84	0.00	a
2	IR83388-B-B108-3	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	424.31	0.73	bcd
2	IR83388-B-B108-3	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	13.06	0.02	a
2	IR83388-B-B108-3	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	1436.33	4.79	bcdef
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	44.87	0.17	ef
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	7.33	0.02	a
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	18.00	0.06	ab
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	29.00	0.09	efg
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.90	0.00	ab
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	24.27	0.09	cd
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.70	0.00	ab
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.85	0.00	abc
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	0.79	0.00	abc
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	7.93	0.02	b
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	2.22	0.00	abcd
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	6.05	0.02	bcdef
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	2.28	0.00	bc
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	546.45	0.96	ab
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	72.01	0.15	a
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	226.23	0.46	a
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.32	0.01	ab
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	546.45	0.96	ab
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	7.47	0.02	ab
3	IR77298-14-1-2-10	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	1861.67	3.83	ab
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	42.37	0.09	fg
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	4.33	0.01	c
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	13.67	0.03	ab
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	28.23	0.01	efg
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.50	0.00	f
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	22.73	0.02	d
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.37	0.00	c
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.80	0.00	abc
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	0.74	0.00	abc
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	4.58	0.01	cd
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	1.66	0.00	cde
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	4.92	0.01	cdef
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	1.74	0.00	bcd
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	337.53	0.21	cde
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	41.69	0.04	ab
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	130.98	0.12	ab
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.26	0.00	ab
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	337.53	0.21	cde
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	4.09	0.01	b
4	PUSA1121	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	1112.00	1.02	cdefg
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	41.87	0.05	fg
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	4.33	0.01	c
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	17.33	0.02	ab
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	26.33	0.05	fg
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.73	0.00	cde
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	22.97	0.05	d
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.80	0.00	a
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.87	0.00	abc
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	1.09	0.00	a
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	7.70	0.01	b
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	2.14	0.00	bcde
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	8.46	0.01	b
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	2.27	0.00	bc
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	366.00	0.38	cde
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	63.03	0.07	ab
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	198.01	0.23	ab
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.74	0.00	ab
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	366.00	0.38	cde
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	8.54	0.01	ab
5	BAM8315	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	783.67	1.96	g
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	54.63	0.06	cde
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	4.00	0.01	c
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	11.33	0.02	b
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	34.00	0.04	def
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.67	0.00	de
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	23.97	0.04	cd
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.47	0.00	bc
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.70	0.00	bc
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	0.70	0.00	abc
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	6.31	0.01	bcd
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	2.22	0.00	abcd
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	3.94	0.01	def
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	1.30	0.00	cd
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	257.93	0.39	e
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	31.75	0.06	b
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	99.76	0.18	b
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.21	0.00	ab
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	257.93	0.39	e
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	3.18	0.01	b
6	BAM812	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	838.00	1.43	fg
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	62.17	0.02	abc
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	4.00	0.00	c
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	11.00	0.00	b
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	43.03	0.02	abc
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.77	0.00	bcd
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	27.70	0.01	bcd
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.53	0.00	bc
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.66	0.00	c
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	0.69	0.00	bc
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	4.90	0.00	cd
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	1.77	0.00	cde
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	3.49	0.00	ef
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	0.75	0.00	d
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	304.57	0.10	de
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	33.47	0.02	b
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	105.15	0.05	b
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.11	0.00	ab
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	304.57	0.10	de
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	2.90	0.00	b
7	Malchi	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	1099.67	0.47	cdefg
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	58.27	0.02	bcd
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	5.67	0.00	abc
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	15.67	0.01	ab
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	38.43	0.01	bcd
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.73	0.00	cde
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	29.67	0.02	abcd
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.57	0.00	abc
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.77	0.00	abc
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	0.81	0.00	abc
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	6.05	0.00	bcd
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	1.73	0.00	cde
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	5.59	0.00	b
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	1.13	0.00	d
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	327.13	0.16	cde
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	52.74	0.03	ab
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	165.69	0.09	ab
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.51	0.00	ab
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	327.13	0.16	cde
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	7.23	0.00	ab
8	BAM 3690	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	1469.00	0.75	bcde
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	50.63	0.02	def
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	6.67	0.00	ab
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	14.67	0.01	ab
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	35.33	0.01	cde
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.60	0.00	ef
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	27.00	0.01	bcd
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.57	0.00	abc
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.76	0.00	bc
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	1.01	0.00	ab
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	6.25	0.00	bcd
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	1.88	0.00	bcde
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	6.24	0.00	bcdef
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	1.64	0.00	de
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	397.46	0.15	bcde
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	58.49	0.02	ab
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	183.74	0.06	ab
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.58	0.00	ab
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	397.46	0.15	bcde
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	7.58	0.00	ab
9	BAM 4138	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	1520.33	0.49	bcd
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	64.17	0.00	abc
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	4.67	0.00	bc
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	10.67	0.00	b
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	40.77	0.00	abcd
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.83	0.00	abcd
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	35.20	0.00	ab
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.47	0.00	bc
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.86	0.00	abc
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	0.56	0.00	c
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	10.47	0.00	a
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	3.16	0.00	a
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	8.44	0.00	b
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	2.36	0.00	bc
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	345.37	0.03	cde
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	47.99	0.01	ab
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	150.76	0.02	ab
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.40	0.00	ab
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	345.37	0.03	cde
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	5.38	0.00	b
10	BAM 4521	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	1293.00	0.16	bcdefg
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	70.60	0.01	a
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	4.00	0.00	c
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	12.00	0.00	b
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	48.77	0.01	a
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.88	0.00	ab
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	37.97	0.01	a
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.63	0.00	ab
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.80	0.00	abc
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	0.72	0.00	abc
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	3.83	0.00	d
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	1.41	0.00	de
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	3.05	0.00	f
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	0.74	0.00	d
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	269.61	0.07	e
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	31.78	0.01	b
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	99.83	0.04	b
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.18	0.00	ab
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	269.61	0.07	e
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	3.18	0.00	b
11	Black gora	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	904.33	0.30	defg
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	65.40	0.01	ab
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	3.67	0.00	c
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	14.33	0.00	ab
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	44.40	0.01	ab
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.67	0.00	de
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	31.70	0.00	abc
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.50	0.00	bc
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.71	0.00	bc
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	0.75	0.00	abc
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	8.42	0.00	ab
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	2.76	0.00	ab
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	12.75	0.00	a
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	3.93	0.00	a
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	463.91	0.06	bc
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	71.28	0.01	a
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	223.93	0.02	a
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.52	0.00	ab
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	463.91	0.06	bc
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	8.62	0.00	ab
12	Suweon	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	1841.33	0.17	ab
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	40.97	0.01	fg
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	3.67	0.00	c
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	11.00	0.00	b
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	26.60	0.00	fg
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.80	0.00	abcd
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	22.47	0.00	d
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.63	0.00	ab
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.84	0.00	abc
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	0.79	0.00	abc
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	6.02	0.00	bcd
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	2.06	0.00	bcde
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	5.57	0.00	bcdef
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	1.76	0.00	bcd
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	321.03	0.02	cde
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	35.36	0.00	b
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	111.10	0.01	b
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.07	0.00	b
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	321.03	0.02	cde
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	3.14	0.00	b
13	Kunjukunju	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	1609.00	0.08	bc
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	41.17	0.00	fg
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	4.67	0.00	bc
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	12.33	0.00	ab
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	25.93	0.00	fg
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.60	0.00	ef
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	23.43	0.00	cd
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.63	0.00	ab
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	0.91	0.00	ab
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	1.06	0.00	ab
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	6.30	0.00	bcd
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	1.89	0.00	bcde
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	5.50	0.00	bcdef
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	1.38	0.00	cd
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	320.37	0.03	cde
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	50.47	0.00	ab
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	158.56	0.01	ab
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.59	0.00	ab
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	320.37	0.03	cde
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	6.87	0.00	ab
14	Cauvery	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	1323.33	0.11	bcdefg
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	PH	34.30	0.00	g
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	TN	4.33	0.00	c
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	LN	13.00	0.00	ab
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLL	21.17	0.00	g
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	TLW	0.70	0.00	cde
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLL	21.17	0.00	d
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	BLW	0.60	0.00	abc
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLL	1.00	0.00	a
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	rLW	0.86	0.00	abc
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	SFW	4.49	0.00	cd
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	SDW	1.06	0.00	e
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	RFW	3.47	0.00	ef
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	RDW	0.71	0.00	d
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	RL	264.33	0.02	e
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	PA	34.96	0.00	b
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	SA	109.85	0.01	b
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	AD	1.32	0.00	ab
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	LPV	264.33	0.02	e
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	RV	3.75	0.00	b
15	RPW9-4(SS1)	N stress	30 DAT	morphological	Supp 10	docx_table_12	TPS	875.00	0.05	efg
1	Moroberakan	N stress	30 DAT	physiological	Supp 11	docx_table_13	Photo_TL	17.32	0.17	g
1	Moroberakan	N stress	30 DAT	physiological	Supp 11	docx_table_13	Cond_TL	0.03	0.00	ab
1	Moroberakan	N stress	30 DAT	physiological	Supp 11	docx_table_13	Ci_TL	284.88	0.28	a
